escenario;avg. trip duration [s]
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;221.29
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;222.37
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;223.53
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;224.91
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;226.09
escenario 1;227.32
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;-1.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;0.00
escenario 1;-1.00
escenario 1;#¿NOMBRE?
escenario 1;#¿NOMBRE?
escenario 2;197.67
escenario 2;197.61
escenario 2;197.62
escenario 2;197.58
escenario 2;197.58
escenario 2;197.58
escenario 2;197.47
escenario 2;197.39
escenario 2;197.39
escenario 2;197.35
escenario 2;197.35
escenario 2;197.30
escenario 2;197.35
escenario 2;197.35
escenario 2;197.40
escenario 2;197.44
escenario 2;197.38
escenario 2;197.27
escenario 2;197.27
escenario 2;197.34
escenario 2;197.25
escenario 2;197.25
escenario 2;197.20
escenario 2;197.19
escenario 2;197.17
escenario 2;197.11
escenario 2;197.11
escenario 2;197.11
escenario 2;197.38
escenario 2;197.36
escenario 2;197.60
escenario 2;197.60
escenario 2;197.60
escenario 2;197.60
escenario 2;197.85
escenario 2;197.85
escenario 2;197.79
escenario 2;197.74
escenario 2;197.74
escenario 2;197.68
escenario 2;197.68
escenario 2;197.67
escenario 2;197.67
escenario 2;197.67
escenario 2;197.67
escenario 2;197.67
escenario 2;197.67
escenario 2;197.48
escenario 2;198.04
escenario 2;198.04
escenario 2;198.12
escenario 2;198.11
escenario 2;198.18
escenario 2;198.18
escenario 2;198.18
escenario 2;198.18
escenario 2;198.14
escenario 2;198.14
escenario 2;198.14
escenario 2;198.09
escenario 2;198.01
escenario 2;197.97
escenario 2;198.10
escenario 2;198.10
escenario 2;198.00
escenario 2;198.00
escenario 2;198.44
escenario 2;198.38
escenario 2;198.92
escenario 2;198.92
escenario 2;198.92
escenario 2;198.83
escenario 2;198.77
escenario 2;198.66
escenario 2;198.65
escenario 2;198.67
escenario 2;198.67
escenario 2;198.57
escenario 2;198.57
escenario 2;198.57
escenario 2;198.57
escenario 2;198.57
escenario 2;198.57
escenario 2;198.54
escenario 2;198.62
escenario 2;198.54
escenario 2;198.54
escenario 2;198.57
escenario 2;198.57
escenario 2;198.57
escenario 2;198.57
escenario 2;198.56
escenario 2;198.63
escenario 2;198.63
escenario 2;198.67
escenario 2;198.64
escenario 2;198.64
escenario 2;198.67
escenario 2;198.97
escenario 2;198.95
escenario 2;198.95
escenario 2;199.02
escenario 2;199.28
escenario 2;199.28
escenario 2;199.26
escenario 2;199.28
escenario 2;199.27
escenario 2;199.26
escenario 2;199.21
escenario 2;199.19
escenario 2;199.45
escenario 2;199.56
escenario 2;199.53
escenario 2;199.51
escenario 2;199.40
escenario 2;199.37
escenario 2;199.37
escenario 2;199.34
escenario 2;199.35
escenario 2;199.35
escenario 2;199.35
escenario 2;199.29
escenario 2;199.35
escenario 2;199.35
escenario 2;199.32
escenario 2;199.77
escenario 2;199.74
escenario 2;200.02
escenario 2;199.98
escenario 2;199.98
escenario 2;200.02
escenario 2;199.98
escenario 2;199.98
escenario 2;199.92
escenario 2;199.92
escenario 2;199.92
escenario 2;199.95
escenario 2;199.95
escenario 2;199.97
escenario 2;199.90
escenario 2;199.86
escenario 2;200.02
escenario 2;200.00
escenario 2;200.09
escenario 2;200.11
escenario 2;200.11
escenario 2;200.11
escenario 2;200.11
escenario 2;200.09
escenario 2;200.09
escenario 2;200.11
escenario 2;200.05
escenario 2;200.05
escenario 2;199.98
escenario 2;199.98
escenario 2;200.03
escenario 2;199.96
escenario 2;199.96
escenario 2;199.96
escenario 2;199.90
escenario 2;199.88
escenario 2;199.88
escenario 2;199.88
escenario 2;199.88
escenario 2;199.88
escenario 2;199.88
escenario 2;199.88
escenario 2;199.88
escenario 2;199.83
escenario 2;199.92
escenario 2;199.99
escenario 2;199.92
escenario 2;199.84
escenario 2;199.84
escenario 2;199.84
escenario 2;199.89
escenario 2;199.85
escenario 2;199.86
escenario 2;199.85
escenario 2;199.72
escenario 2;199.68
escenario 2;199.59
escenario 2;199.74
escenario 2;199.69
escenario 2;199.63
escenario 2;199.60
escenario 2;199.60
escenario 2;199.92
escenario 2;199.86
escenario 2;199.82
escenario 2;199.82
escenario 2;199.82
escenario 2;199.86
escenario 2;199.86
escenario 2;199.86
escenario 2;199.86
escenario 2;199.86
escenario 2;199.81
escenario 2;199.76
escenario 2;199.68
escenario 2;199.76
escenario 2;199.76
escenario 2;199.76
escenario 2;199.76
escenario 2;199.69
escenario 2;199.73
escenario 2;199.73
escenario 2;199.73
escenario 2;199.70
escenario 2;199.66
escenario 2;199.56
escenario 2;199.49
escenario 2;199.49
escenario 2;199.49
escenario 2;199.49
escenario 2;199.42
escenario 2;199.32
escenario 2;199.32
escenario 2;199.32
escenario 2;199.32
escenario 2;199.22
escenario 2;199.24
escenario 2;199.22
escenario 2;199.22
escenario 2;199.22
escenario 2;199.30
escenario 2;199.30
escenario 2;199.28
escenario 2;199.42
escenario 2;199.36
escenario 2;199.36
escenario 2;199.36
escenario 2;199.42
escenario 2;199.42
escenario 2;199.47
escenario 2;199.54
escenario 2;199.54
escenario 2;199.49
escenario 2;199.49
escenario 2;199.40
escenario 2;199.40
escenario 2;199.37
escenario 2;199.37
escenario 2;199.32
escenario 2;199.38
escenario 2;199.40
escenario 2;199.32
escenario 2;199.82
escenario 2;199.82
escenario 2;199.82
escenario 2;199.82
escenario 2;199.85
escenario 2;199.87
escenario 2;199.87
escenario 2;199.82
escenario 2;200.38
escenario 2;200.38
escenario 2;200.38
escenario 2;200.38
escenario 2;200.88
escenario 2;200.88
escenario 2;200.85
escenario 2;200.85
escenario 2;200.85
escenario 2;200.87
escenario 2;200.85
escenario 2;201.31
escenario 2;201.31
escenario 2;201.26
escenario 2;201.42
escenario 2;201.42
escenario 2;201.43
escenario 2;201.60
escenario 2;201.56
escenario 2;201.50
escenario 2;201.47
escenario 2;201.49
escenario 2;201.50
escenario 2;201.46
escenario 2;201.36
escenario 2;201.38
escenario 2;201.38
escenario 2;201.38
escenario 2;201.38
escenario 2;201.38
escenario 2;201.58
escenario 2;201.51
escenario 2;201.43
escenario 2;201.44
escenario 2;201.39
escenario 2;201.35
escenario 2;201.35
escenario 2;201.32
escenario 2;201.85
escenario 2;201.84
escenario 2;201.82
escenario 2;201.82
escenario 2;201.82
escenario 2;201.81
escenario 2;201.71
escenario 2;201.71
escenario 2;201.71
escenario 2;201.75
escenario 2;201.67
escenario 2;201.65
escenario 2;201.63
escenario 2;201.63
escenario 2;201.59
escenario 2;201.57
escenario 2;201.53
escenario 2;201.43
escenario 2;201.39
escenario 2;201.41
escenario 2;201.44
escenario 2;201.46
escenario 2;201.52
escenario 2;201.51
escenario 2;201.50
escenario 2;201.44
escenario 2;201.44
escenario 2;201.40
escenario 2;201.43
escenario 2;201.50
escenario 2;201.56
escenario 2;201.51
escenario 2;201.49
escenario 2;201.49
escenario 2;201.48
escenario 2;201.42
escenario 2;201.42
escenario 2;202.00
escenario 2;202.02
escenario 2;202.02
escenario 2;202.07
escenario 2;202.07
escenario 2;202.03
escenario 2;202.03
escenario 2;202.04
escenario 2;202.03
escenario 2;202.03
escenario 2;201.99
escenario 2;202.07
escenario 2;202.13
escenario 2;202.14
escenario 2;202.67
escenario 2;202.64
escenario 2;202.64
escenario 2;202.63
escenario 2;203.00
escenario 2;203.00
escenario 2;202.98
escenario 2;202.98
escenario 2;202.98
escenario 2;203.00
escenario 2;202.96
escenario 2;203.03
escenario 2;203.00
escenario 2;202.99
escenario 2;202.99
escenario 2;202.99
escenario 2;202.93
escenario 2;202.93
escenario 2;203.01
escenario 2;203.01
escenario 2;202.98
escenario 2;202.98
escenario 2;202.98
escenario 2;202.92
escenario 2;202.87
escenario 2;202.87
escenario 2;202.90
escenario 2;202.93
escenario 2;202.88
escenario 2;202.92
escenario 2;202.89
escenario 2;202.91
escenario 2;202.83
escenario 2;202.83
escenario 2;202.77
escenario 2;202.76
escenario 2;202.72
escenario 2;202.72
escenario 2;202.76
escenario 2;202.76
escenario 2;202.66
escenario 2;202.66
escenario 2;202.69
escenario 2;202.68
escenario 2;202.68
escenario 2;202.68
escenario 2;202.68
escenario 2;202.59
escenario 2;203.20
escenario 2;203.15
escenario 2;203.10
escenario 2;203.10
escenario 2;203.10
escenario 2;203.13
escenario 2;203.11
escenario 2;203.11
escenario 2;203.11
escenario 2;203.11
escenario 2;203.04
escenario 2;203.09
escenario 2;203.00
escenario 2;202.95
escenario 2;202.95
escenario 2;202.95
escenario 2;202.93
escenario 2;202.93
escenario 2;202.94
escenario 2;202.96
escenario 2;202.96
escenario 2;202.96
escenario 2;203.00
escenario 2;202.96
escenario 2;202.96
escenario 2;202.94
escenario 2;202.91
escenario 2;202.83
escenario 2;202.84
escenario 2;202.77
escenario 2;202.77
escenario 2;202.77
escenario 2;202.78
escenario 2;202.76
escenario 2;202.75
escenario 2;202.75
escenario 2;202.74
escenario 2;202.69
escenario 2;202.61
escenario 2;202.61
escenario 2;202.55
escenario 2;202.54
escenario 2;203.13
escenario 2;203.13
escenario 2;203.18
escenario 2;203.24
escenario 2;203.24
escenario 2;203.17
escenario 2;203.18
escenario 2;203.17
escenario 2;203.16
escenario 2;203.18
escenario 2;203.18
escenario 2;203.18
escenario 2;203.34
escenario 2;203.37
escenario 2;203.38
escenario 2;203.42
escenario 2;203.42
escenario 2;203.39
escenario 2;203.37
escenario 2;203.37
escenario 2;203.37
escenario 2;203.37
escenario 2;203.36
escenario 2;203.36
escenario 2;203.34
escenario 2;203.33
escenario 2;203.33
escenario 2;203.35
escenario 2;203.34
escenario 2;203.34
escenario 2;203.31
escenario 2;203.32
escenario 2;203.32
escenario 2;203.29
escenario 2;203.20
escenario 2;203.15
escenario 2;203.15
escenario 2;203.21
escenario 2;203.28
escenario 2;203.35
escenario 2;203.35
escenario 2;203.34
escenario 2;203.54
escenario 2;203.49
escenario 2;203.48
escenario 2;203.51
escenario 2;203.51
escenario 2;203.46
escenario 2;203.46
escenario 2;203.42
escenario 2;203.43
escenario 2;203.44
escenario 2;203.39
escenario 2;203.44
escenario 2;203.45
escenario 2;203.48
escenario 2;203.48
escenario 2;203.51
escenario 2;203.51
escenario 2;203.40
escenario 2;203.40
escenario 2;203.40
escenario 2;203.40
escenario 2;203.40
escenario 2;203.33
escenario 2;203.33
escenario 2;203.93
escenario 2;203.90
escenario 2;203.90
escenario 2;203.89
escenario 2;203.81
escenario 2;204.01
escenario 2;203.99
escenario 2;204.60
escenario 2;204.57
escenario 2;204.53
escenario 2;204.53
escenario 2;204.53
escenario 2;204.53
escenario 2;204.53
escenario 2;204.56
escenario 2;204.53
escenario 2;204.50
escenario 2;204.43
escenario 2;204.40
escenario 2;204.40
escenario 2;204.40
escenario 2;204.33
escenario 2;204.33
escenario 2;204.33
escenario 2;204.27
escenario 2;204.27
escenario 2;204.42
escenario 2;204.40
escenario 2;204.40
escenario 2;204.37
escenario 2;204.37
escenario 2;204.37
escenario 2;204.34
escenario 2;204.55
escenario 2;204.55
escenario 2;204.61
escenario 2;204.57
escenario 2;204.58
escenario 2;204.48
escenario 2;204.42
escenario 2;205.02
escenario 2;205.02
escenario 2;204.97
escenario 2;204.97
escenario 2;204.94
escenario 2;204.97
escenario 2;204.97
escenario 2;205.20
escenario 2;205.24
escenario 2;205.20
escenario 2;205.48
escenario 2;205.43
escenario 2;205.43
escenario 2;205.43
escenario 2;205.36
escenario 2;205.36
escenario 2;205.45
escenario 2;205.37
escenario 2;205.52
escenario 2;205.50
escenario 2;206.10
escenario 2;206.08
escenario 2;206.05
escenario 2;206.05
escenario 2;206.05
escenario 2;206.58
escenario 2;206.58
escenario 2;206.58
escenario 2;206.55
escenario 2;207.17
escenario 2;207.82
escenario 2;207.82
escenario 2;207.87
escenario 2;208.44
escenario 2;208.42
escenario 2;208.36
escenario 2;208.36
escenario 2;208.63
escenario 2;208.60
escenario 2;208.77
escenario 2;208.80
escenario 2;208.76
escenario 2;208.76
escenario 2;208.76
escenario 2;208.74
escenario 2;208.73
escenario 2;208.95
escenario 2;208.94
escenario 2;208.94
escenario 2;208.94
escenario 2;208.97
escenario 2;208.97
escenario 2;209.19
escenario 2;209.19
escenario 2;209.39
escenario 2;209.65
escenario 2;209.65
escenario 2;209.64
escenario 2;210.08
escenario 2;210.08
escenario 2;210.07
escenario 2;210.07
escenario 2;210.04
escenario 2;210.05
escenario 2;209.98
escenario 2;210.26
escenario 2;210.26
escenario 2;210.23
escenario 2;210.44
escenario 2;210.46
escenario 2;210.44
escenario 2;210.45
escenario 2;210.42
escenario 2;210.67
escenario 2;210.67
escenario 2;210.67
escenario 2;210.89
escenario 2;210.88
escenario 2;210.90
escenario 2;210.88
escenario 2;210.88
escenario 2;210.85
escenario 2;210.89
escenario 2;210.88
escenario 2;210.88
escenario 2;210.82
escenario 2;210.81
escenario 2;210.81
escenario 2;210.81
escenario 2;210.81
escenario 2;211.36
escenario 2;211.36
escenario 2;211.36
escenario 2;211.36
escenario 2;211.36
escenario 2;211.36
escenario 2;211.36
escenario 2;211.36
escenario 2;211.81
escenario 2;211.80
escenario 2;211.79
escenario 2;211.79
escenario 2;212.03
escenario 2;212.03
escenario 2;212.03
escenario 2;212.36
escenario 2;212.35
escenario 2;212.52
escenario 2;212.51
escenario 2;212.51
escenario 2;212.51
escenario 2;212.53
escenario 2;212.54
escenario 2;212.54
escenario 2;212.53
escenario 2;212.53
escenario 2;212.56
escenario 2;212.55
escenario 2;212.78
escenario 2;212.77
escenario 2;213.02
escenario 2;213.24
escenario 2;213.26
escenario 2;213.26
escenario 2;213.28
escenario 2;213.71
escenario 2;213.71
escenario 2;213.71
escenario 2;213.71
escenario 2;213.76
escenario 2;213.78
escenario 2;213.78
escenario 2;213.79
escenario 2;213.79
escenario 2;213.79
escenario 2;213.85
escenario 2;213.85
escenario 2;213.85
escenario 2;213.86
escenario 2;213.86
escenario 2;213.86
escenario 2;213.88
escenario 2;214.09
escenario 2;214.34
escenario 2;214.34
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.55
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.56
escenario 2;214.60
escenario 2;214.57
escenario 2;214.57
escenario 2;214.67
escenario 2;214.67
escenario 2;214.67
escenario 2;214.67
escenario 2;214.67
escenario 2;214.67
escenario 2;214.67
escenario 2;214.70
escenario 2;214.70
escenario 2;214.70
escenario 2;214.70
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.72
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.73
escenario 2;214.75
escenario 2;214.75
escenario 2;214.75
escenario 2;214.75
escenario 2;214.75
escenario 2;214.75
escenario 2;214.77
escenario 2;214.77
escenario 2;214.77
escenario 2;214.77
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.80
escenario 2;214.83
escenario 2;214.83
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.85
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;214.91
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.55
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;215.93
escenario 2;216.44
escenario 2;216.44
escenario 2;216.44
escenario 2;216.44
escenario 2;216.44
escenario 2;216.44
escenario 2;216.44
escenario 2;216.44
escenario 2;216.85
escenario 2;216.85
escenario 2;216.85
escenario 2;217.03
escenario 2;217.03
escenario 2;217.03
escenario 2;217.03
escenario 2;217.03
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;217.57
escenario 2;218.21
escenario 2;218.21
escenario 2;218.21
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
