escenario;avg. trip duration [s]
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;218.64
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.19
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.48
escenario 2;219.81
escenario 2;219.81
escenario 2;219.81
escenario 2;219.81
escenario 2;219.81
escenario 2;219.81
escenario 2;220.12
escenario 2;220.12
escenario 2;220.12
escenario 2;220.12
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.45
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;220.81
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;221.66
escenario 2;222.03
escenario 2;222.03
escenario 2;222.03
escenario 2;222.03
escenario 2;222.37
escenario 2;222.37
escenario 2;222.37
escenario 2;222.37
escenario 2;222.37
escenario 2;222.37
escenario 2;222.37
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;222.77
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.11
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.44
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;223.89
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;224.62
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.08
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;225.54
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.00
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 2;226.57
escenario 3;170.23
escenario 3;170.19
escenario 3;170.16
escenario 3;170.21
escenario 3;170.18
escenario 3;170.57
escenario 3;170.67
escenario 3;170.67
escenario 3;170.67
escenario 3;170.84
escenario 3;170.77
escenario 3;170.77
escenario 3;170.90
escenario 3;170.86
escenario 3;170.93
escenario 3;170.95
escenario 3;170.95
escenario 3;171.35
escenario 3;171.49
escenario 3;171.63
escenario 3;171.91
escenario 3;171.85
escenario 3;172.17
escenario 3;172.17
escenario 3;172.07
escenario 3;172.58
escenario 3;172.67
escenario 3;173.02
escenario 3;172.78
escenario 3;173.02
escenario 3;172.91
escenario 3;172.95
escenario 3;172.95
escenario 3;172.91
escenario 3;173.26
escenario 3;172.94
escenario 3;172.95
escenario 3;172.83
escenario 3;172.68
escenario 3;172.68
escenario 3;172.68
escenario 3;172.68
escenario 3;172.94
escenario 3;172.93
escenario 3;172.93
escenario 3;172.93
escenario 3;172.99
escenario 3;173.10
escenario 3;173.10
escenario 3;173.10
escenario 3;172.99
escenario 3;173.30
escenario 3;173.30
escenario 3;173.40
escenario 3;173.31
escenario 3;173.31
escenario 3;173.31
escenario 3;173.22
escenario 3;173.37
escenario 3;173.29
escenario 3;173.29
escenario 3;173.17
escenario 3;173.28
escenario 3;173.28
escenario 3;173.28
escenario 3;173.25
escenario 3;173.50
escenario 3;173.43
escenario 3;173.47
escenario 3;173.34
escenario 3;173.24
escenario 3;173.60
escenario 3;173.71
escenario 3;173.75
escenario 3;173.62
escenario 3;173.50
escenario 3;173.40
escenario 3;173.25
escenario 3;173.17
escenario 3;173.17
escenario 3;173.24
escenario 3;173.30
escenario 3;173.30
escenario 3;173.30
escenario 3;173.24
escenario 3;173.06
escenario 3;173.00
escenario 3;172.87
escenario 3;172.98
escenario 3;172.98
escenario 3;172.98
escenario 3;172.98
escenario 3;172.90
escenario 3;172.87
escenario 3;173.28
escenario 3;173.14
escenario 3;173.13
escenario 3;173.06
escenario 3;173.06
escenario 3;173.06
escenario 3;173.02
escenario 3;173.23
escenario 3;173.22
escenario 3;173.15
escenario 3;172.96
escenario 3;173.05
escenario 3;172.99
escenario 3;172.95
escenario 3;173.00
escenario 3;173.19
escenario 3;172.96
escenario 3;172.99
escenario 3;172.99
escenario 3;172.91
escenario 3;172.91
escenario 3;172.83
escenario 3;172.83
escenario 3;172.83
escenario 3;172.83
escenario 3;173.27
escenario 3;173.20
escenario 3;173.21
escenario 3;173.65
escenario 3;173.68
escenario 3;173.68
escenario 3;174.00
escenario 3;174.00
escenario 3;174.47
escenario 3;174.46
escenario 3;174.58
escenario 3;174.59
escenario 3;174.90
escenario 3;174.90
escenario 3;174.81
escenario 3;175.03
escenario 3;175.41
escenario 3;175.37
escenario 3;175.95
escenario 3;175.95
escenario 3;175.95
escenario 3;176.54
escenario 3;176.72
escenario 3;176.72
escenario 3;176.68
escenario 3;177.14
escenario 3;177.06
escenario 3;177.06
escenario 3;177.63
escenario 3;177.60
escenario 3;178.09
escenario 3;178.26
escenario 3;178.62
escenario 3;178.94
escenario 3;178.98
escenario 3;178.98
escenario 3;178.82
escenario 3;178.82
escenario 3;179.47
escenario 3;179.47
escenario 3;179.44
escenario 3;179.94
escenario 3;179.88
escenario 3;179.92
escenario 3;179.86
escenario 3;179.86
escenario 3;180.24
escenario 3;180.15
escenario 3;180.23
escenario 3;180.20
escenario 3;180.22
escenario 3;180.17
escenario 3;180.69
escenario 3;180.77
escenario 3;180.96
escenario 3;180.85
escenario 3;181.29
escenario 3;181.62
escenario 3;181.65
escenario 3;181.65
escenario 3;181.56
escenario 3;181.56
escenario 3;181.82
escenario 3;181.70
escenario 3;182.16
escenario 3;182.65
escenario 3;182.78
escenario 3;182.72
escenario 3;182.74
escenario 3;182.83
escenario 3;183.16
escenario 3;184.70
escenario 3;185.26
escenario 3;185.84
escenario 3;186.36
escenario 3;186.62
escenario 3;186.61
escenario 3;186.96
escenario 3;186.93
escenario 3;187.38
escenario 3;188.03
escenario 3;188.52
escenario 3;189.23
escenario 3;189.62
escenario 3;190.05
escenario 3;190.84
escenario 3;190.84
escenario 3;190.85
escenario 3;190.85
escenario 3;190.85
escenario 3;191.11
escenario 3;190.95
escenario 3;191.32
escenario 3;191.32
escenario 3;191.27
escenario 3;191.27
escenario 3;191.36
escenario 3;191.41
escenario 3;191.33
escenario 3;191.32
escenario 3;191.66
escenario 3;191.77
escenario 3;191.98
escenario 3;192.41
escenario 3;192.90
escenario 3;194.12
escenario 3;194.12
escenario 3;194.04
escenario 3;195.41
escenario 3;195.47
escenario 3;195.38
escenario 3;195.36
escenario 3;195.36
escenario 3;195.28
escenario 3;195.10
escenario 3;195.09
escenario 3;195.02
escenario 3;195.44
escenario 3;195.61
escenario 3;195.96
escenario 3;196.03
escenario 3;196.45
escenario 3;196.41
escenario 3;196.45
escenario 3;196.38
escenario 3;196.11
escenario 3;196.09
escenario 3;196.00
escenario 3;196.13
escenario 3;196.13
escenario 3;196.38
escenario 3;196.81
escenario 3;196.81
escenario 3;197.03
escenario 3;196.96
escenario 3;197.38
escenario 3;197.32
escenario 3;197.78
escenario 3;197.82
escenario 3;197.57
escenario 3;197.55
escenario 3;197.76
escenario 3;197.93
escenario 3;198.54
escenario 3;198.53
escenario 3;198.41
escenario 3;198.29
escenario 3;198.84
escenario 3;199.15
escenario 3;199.00
escenario 3;198.95
escenario 3;198.84
escenario 3;198.88
escenario 3;199.21
escenario 3;199.86
escenario 3;200.55
escenario 3;200.55
escenario 3;200.55
escenario 3;200.77
escenario 3;200.70
escenario 3;200.70
escenario 3;201.08
escenario 3;200.94
escenario 3;201.15
escenario 3;201.27
escenario 3;201.91
escenario 3;201.87
escenario 3;202.01
escenario 3;202.24
escenario 3;202.10
escenario 3;202.08
escenario 3;202.54
escenario 3;202.62
escenario 3;202.62
escenario 3;203.13
escenario 3;203.11
escenario 3;203.22
escenario 3;203.20
escenario 3;203.17
escenario 3;203.01
escenario 3;202.96
escenario 3;202.99
escenario 3;203.60
escenario 3;203.50
escenario 3;203.32
escenario 3;203.32
escenario 3;203.52
escenario 3;203.89
escenario 3;203.89
escenario 3;203.89
escenario 3;203.88
escenario 3;203.73
escenario 3;203.63
escenario 3;203.63
escenario 3;203.46
escenario 3;203.42
escenario 3;203.35
escenario 3;203.34
escenario 3;203.32
escenario 3;203.47
escenario 3;203.58
escenario 3;203.56
escenario 3;203.52
escenario 3;203.56
escenario 3;203.53
escenario 3;203.52
escenario 3;203.45
escenario 3;203.43
escenario 3;203.32
escenario 3;203.37
escenario 3;203.37
escenario 3;203.32
escenario 3;203.19
escenario 3;203.19
escenario 3;203.32
escenario 3;203.32
escenario 3;203.19
escenario 3;203.19
escenario 3;203.31
escenario 3;203.31
escenario 3;204.04
escenario 3;203.99
escenario 3;203.90
escenario 3;203.84
escenario 3;203.83
escenario 3;203.75
escenario 3;203.75
escenario 3;203.75
escenario 3;203.85
escenario 3;203.67
escenario 3;203.67
escenario 3;203.54
escenario 3;203.86
escenario 3;203.86
escenario 3;203.83
escenario 3;203.82
escenario 3;203.79
escenario 3;203.79
escenario 3;203.79
escenario 3;203.71
escenario 3;203.63
escenario 3;203.44
escenario 3;203.52
escenario 3;203.39
escenario 3;203.39
escenario 3;203.30
escenario 3;203.26
escenario 3;203.30
escenario 3;203.39
escenario 3;203.33
escenario 3;203.59
escenario 3;203.49
escenario 3;203.58
escenario 3;203.62
escenario 3;203.57
escenario 3;203.64
escenario 3;203.79
escenario 3;203.97
escenario 3;204.01
escenario 3;204.01
escenario 3;203.88
escenario 3;203.88
escenario 3;203.78
escenario 3;203.78
escenario 3;203.71
escenario 3;203.75
escenario 3;203.70
escenario 3;203.68
escenario 3;203.71
escenario 3;203.75
escenario 3;203.77
escenario 3;204.18
escenario 3;204.16
escenario 3;204.09
escenario 3;204.05
escenario 3;204.03
escenario 3;203.88
escenario 3;203.80
escenario 3;203.72
escenario 3;203.72
escenario 3;203.72
escenario 3;203.75
escenario 3;203.77
escenario 3;203.67
escenario 3;203.64
escenario 3;203.59
escenario 3;203.56
escenario 3;203.59
escenario 3;203.67
escenario 3;203.67
escenario 3;203.67
escenario 3;203.59
escenario 3;203.63
escenario 3;203.63
escenario 3;203.63
escenario 3;203.52
escenario 3;203.49
escenario 3;203.49
escenario 3;203.43
escenario 3;203.43
escenario 3;203.41
escenario 3;203.31
escenario 3;203.30
escenario 3;203.30
escenario 3;203.30
escenario 3;203.32
escenario 3;203.27
escenario 3;203.31
escenario 3;203.20
escenario 3;203.12
escenario 3;203.13
escenario 3;203.10
escenario 3;203.13
escenario 3;203.19
escenario 3;203.19
escenario 3;203.12
escenario 3;203.05
escenario 3;202.94
escenario 3;202.98
escenario 3;202.99
escenario 3;202.94
escenario 3;202.79
escenario 3;202.63
escenario 3;202.64
escenario 3;202.57
escenario 3;202.43
escenario 3;202.43
escenario 3;202.36
escenario 3;202.29
escenario 3;202.22
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.17
escenario 3;202.21
escenario 3;202.21
escenario 3;202.18
escenario 3;202.18
escenario 3;202.18
escenario 3;202.11
escenario 3;202.02
escenario 3;201.76
escenario 3;201.60
escenario 3;201.68
escenario 3;201.65
escenario 3;201.61
escenario 3;201.53
escenario 3;201.53
escenario 3;201.47
escenario 3;201.51
escenario 3;201.35
escenario 3;201.35
escenario 3;201.40
escenario 3;201.44
escenario 3;201.49
escenario 3;201.54
escenario 3;201.56
escenario 3;201.56
escenario 3;201.52
escenario 3;201.52
escenario 3;201.49
escenario 3;201.47
escenario 3;201.47
escenario 3;201.45
escenario 3;201.57
escenario 3;201.50
escenario 3;201.76
